Confirmed,Deceased,Recovered,Date,totalConfirmed,totalFatalities,totalRecovered,Region,Population
30,1,32,10/18/2020,3610,60,3185,Sikkim,690251
4,2,11,10/19/2020,3614,62,3196,Sikkim,690251
42,1,50,10/20/2020,3656,63,3246,Sikkim,690251
34,0,35,10/21/2020,3690,63,3281,Sikkim,690251
50,0,48,10/22/2020,3740,63,3329,Sikkim,690251
1,0,0,3/14/2020,1,0,0,Tamil Nadu,77841267
0,0,0,3/15/2020,1,0,0,Tamil Nadu,77841267
0,0,1,3/16/2020,1,0,1,Tamil Nadu,77841267
0,0,0,3/17/2020,1,0,1,Tamil Nadu,77841267
1,0,0,3/18/2020,2,0,1,Tamil Nadu,77841267
1,0,0,3/19/2020,3,0,1,Tamil Nadu,77841267
0,0,0,3/20/2020,3,0,1,Tamil Nadu,77841267
3,0,0,3/21/2020,6,0,1,Tamil Nadu,77841267
3,0,0,3/22/2020,9,0,1,Tamil Nadu,77841267
3,0,0,3/23/2020,12,0,1,Tamil Nadu,77841267
6,1,0,3/24/2020,18,1,1,Tamil Nadu,77841267
8,0,0,3/25/2020,26,1,1,Tamil Nadu,77841267
3,0,0,3/26/2020,29,1,1,Tamil Nadu,77841267
9,0,1,3/27/2020,38,1,2,Tamil Nadu,77841267
4,0,0,3/28/2020,42,1,2,Tamil Nadu,77841267
8,0,0,3/29/2020,50,1,2,Tamil Nadu,77841267
17,0,2,3/30/2020,67,1,4,Tamil Nadu,77841267
57,0,2,3/31/2020,124,1,6,Tamil Nadu,77841267
110,0,0,4/1/2020,234,1,6,Tamil Nadu,77841267
75,0,0,4/2/2020,309,1,6,Tamil Nadu,77841267
102,0,0,4/3/2020,411,1,6,Tamil Nadu,77841267
74,2,2,4/4/2020,485,3,8,Tamil Nadu,77841267
86,2,0,4/5/2020,571,5,8,Tamil Nadu,77841267
50,1,5,4/6/2020,621,6,13,Tamil Nadu,77841267
69,1,6,4/7/2020,690,7,19,Tamil Nadu,77841267
48,1,2,4/8/2020,738,8,21,Tamil Nadu,77841267
96,0,6,4/9/2020,834,8,27,Tamil Nadu,77841267
77,1,17,4/10/2020,911,9,44,Tamil Nadu,77841267
58,1,0,4/11/2020,969,10,44,Tamil Nadu,77841267
106,1,6,4/12/2020,1075,11,50,Tamil Nadu,77841267
98,0,8,4/13/2020,1173,11,58,Tamil Nadu,77841267
31,1,23,4/14/2020,1204,12,81,Tamil Nadu,77841267
38,2,37,4/15/2020,1242,14,118,Tamil Nadu,77841267
25,1,62,4/16/2020,1267,15,180,Tamil Nadu,77841267
56,0,103,4/17/2020,1323,15,283,Tamil Nadu,77841267
49,0,82,4/18/2020,1372,15,365,Tamil Nadu,77841267
105,0,46,4/19/2020,1477,15,411,Tamil Nadu,77841267
43,2,46,4/20/2020,1520,17,457,Tamil Nadu,77841267
76,1,178,4/21/2020,1596,18,635,Tamil Nadu,77841267
33,0,27,4/22/2020,1629,18,662,Tamil Nadu,77841267
54,2,90,4/23/2020,1683,20,752,Tamil Nadu,77841267
72,2,114,4/24/2020,1755,22,866,Tamil Nadu,77841267
66,1,94,4/25/2020,1821,23,960,Tamil Nadu,77841267
64,1,60,4/26/2020,1885,24,1020,Tamil Nadu,77841267
52,0,54,4/27/2020,1937,24,1074,Tamil Nadu,77841267
121,1,54,4/28/2020,2058,25,1128,Tamil Nadu,77841267
104,2,82,4/29/2020,2162,27,1210,Tamil Nadu,77841267
161,0,48,4/30/2020,2323,27,1258,Tamil Nadu,77841267
203,1,54,5/1/2020,2526,28,1312,Tamil Nadu,77841267
231,1,29,5/2/2020,2757,29,1341,Tamil Nadu,77841267
266,1,38,5/3/2020,3023,30,1379,Tamil Nadu,77841267
527,1,30,5/4/2020,3550,31,1409,Tamil Nadu,77841267
508,2,76,5/5/2020,4058,33,1485,Tamil Nadu,77841267
771,2,31,5/6/2020,4829,35,1516,Tamil Nadu,77841267
580,2,31,5/7/2020,5409,37,1547,Tamil Nadu,77841267
600,3,58,5/8/2020,6009,40,1605,Tamil Nadu,77841267
526,4,219,5/9/2020,6535,44,1824,Tamil Nadu,77841267
669,3,135,5/10/2020,7204,47,1959,Tamil Nadu,77841267
798,6,92,5/11/2020,8002,53,2051,Tamil Nadu,77841267
716,8,83,5/12/2020,8718,61,2134,Tamil Nadu,77841267
509,3,41,5/13/2020,9227,64,2175,Tamil Nadu,77841267
447,2,65,5/14/2020,9674,66,2240,Tamil Nadu,77841267
434,5,359,5/15/2020,10108,71,2599,Tamil Nadu,77841267
477,4,939,5/16/2020,10585,75,3538,Tamil Nadu,77841267
639,4,634,5/17/2020,11224,79,4172,Tamil Nadu,77841267
536,3,234,5/18/2020,11760,82,4406,Tamil Nadu,77841267
688,3,489,5/19/2020,12448,85,4895,Tamil Nadu,77841267
743,3,987,5/20/2020,13191,88,5882,Tamil Nadu,77841267
776,7,400,5/21/2020,13967,95,6282,Tamil Nadu,77841267
786,4,846,5/22/2020,14753,99,7128,Tamil Nadu,77841267
759,5,363,5/23/2020,15512,104,7491,Tamil Nadu,77841267
765,8,833,5/24/2020,16277,112,8324,Tamil Nadu,77841267
805,7,407,5/25/2020,17082,119,8731,Tamil Nadu,77841267
646,11,611,5/26/2020,17728,130,9342,Tamil Nadu,77841267
817,6,567,5/27/2020,18545,136,9909,Tamil Nadu,77841267
827,12,639,5/28/2020,19372,148,10548,Tamil Nadu,77841267
874,9,765,5/29/2020,20246,157,11313,Tamil Nadu,77841267
938,6,687,5/30/2020,21184,163,12000,Tamil Nadu,77841267
1149,13,757,5/31/2020,22333,176,12757,Tamil Nadu,77841267
1162,11,413,6/1/2020,23495,187,13170,Tamil Nadu,77841267
1091,13,536,6/2/2020,24586,200,13706,Tamil Nadu,77841267
1286,8,610,6/3/2020,25872,208,14316,Tamil Nadu,77841267
1384,15,585,6/4/2020,27256,223,14901,Tamil Nadu,77841267
1438,12,861,6/5/2020,28694,235,15762,Tamil Nadu,77841267
1458,19,633,6/6/2020,30152,254,16395,Tamil Nadu,77841267
1515,18,604,6/7/2020,31667,272,16999,Tamil Nadu,77841267
1562,17,528,6/8/2020,33229,289,17527,Tamil Nadu,77841267
1685,18,798,6/9/2020,34914,307,18325,Tamil Nadu,77841267
1927,19,1008,6/10/2020,36841,326,19333,Tamil Nadu,77841267
1875,23,1372,6/11/2020,38716,349,20705,Tamil Nadu,77841267
1982,18,1342,6/12/2020,40698,367,22047,Tamil Nadu,77841267
1989,30,1362,6/13/2020,42687,397,23409,Tamil Nadu,77841267
1974,38,1138,6/14/2020,44661,435,24547,Tamil Nadu,77841267
1843,44,797,6/15/2020,46504,479,25344,Tamil Nadu,77841267
1515,49,1438,6/16/2020,48019,528,26782,Tamil Nadu,77841267
2174,48,842,6/17/2020,50193,576,27624,Tamil Nadu,77841267
2141,49,1017,6/18/2020,52334,625,28641,Tamil Nadu,77841267
2115,41,1630,6/19/2020,54449,666,30271,Tamil Nadu,77841267
2396,38,1045,6/20/2020,56845,704,31316,Tamil Nadu,77841267
2532,53,1438,6/21/2020,59377,757,32754,Tamil Nadu,77841267
2710,37,1358,6/22/2020,62087,794,34112,Tamil Nadu,77841267
2516,39,1227,6/23/2020,64603,833,35339,Tamil Nadu,77841267
2865,33,2424,6/24/2020,67468,866,37763,Tamil Nadu,77841267
3509,45,2236,6/25/2020,70977,911,39999,Tamil Nadu,77841267
3645,46,1358,6/26/2020,74622,957,41357,Tamil Nadu,77841267
3713,68,2737,6/27/2020,78335,1025,44094,Tamil Nadu,77841267
3940,54,1443,6/28/2020,82275,1079,45537,Tamil Nadu,77841267
3949,62,2212,6/29/2020,86224,1141,47749,Tamil Nadu,77841267
3943,60,2325,6/30/2020,90167,1201,50074,Tamil Nadu,77841267
3882,63,2852,7/1/2020,94049,1264,52926,Tamil Nadu,77841267
4343,57,3095,7/2/2020,98392,1321,56021,Tamil Nadu,77841267
4329,64,2357,7/3/2020,102721,1385,58378,Tamil Nadu,77841267
4280,65,2214,7/4/2020,107001,1450,60592,Tamil Nadu,77841267
4150,60,2186,7/5/2020,111151,1510,62778,Tamil Nadu,77841267
3827,61,3793,7/6/2020,114978,1571,66571,Tamil Nadu,77841267
3616,65,4545,7/7/2020,118594,1636,71116,Tamil Nadu,77841267
3756,64,3051,7/8/2020,122350,1700,74167,Tamil Nadu,77841267
4231,65,3994,7/9/2020,126581,1765,78161,Tamil Nadu,77841267
3680,64,4163,7/10/2020,130261,1829,82324,Tamil Nadu,77841267
3965,69,3591,7/11/2020,134226,1898,85915,Tamil Nadu,77841267
4244,68,3617,7/12/2020,138470,1966,89532,Tamil Nadu,77841267
4328,66,3035,7/13/2020,142798,2032,92567,Tamil Nadu,77841267
4526,67,4743,7/14/2020,147324,2099,97310,Tamil Nadu,77841267
4496,68,5000,7/15/2020,151820,2167,102310,Tamil Nadu,77841267
4549,69,5106,7/16/2020,156369,2236,107416,Tamil Nadu,77841267
4538,79,3391,7/17/2020,160907,2315,110807,Tamil Nadu,77841267
4807,88,3049,7/18/2020,165714,2403,113856,Tamil Nadu,77841267
4979,78,4059,7/19/2020,170693,2481,117915,Tamil Nadu,77841267
4985,70,3861,7/20/2020,175678,2551,121776,Tamil Nadu,77841267
4965,75,4894,7/21/2020,180643,2626,126670,Tamil Nadu,77841267
5849,518,4913,7/22/2020,186492,3144,131583,Tamil Nadu,77841267
6472,88,5210,7/23/2020,192964,3232,136793,Tamil Nadu,77841267
6785,88,6504,7/24/2020,199749,3320,143297,Tamil Nadu,77841267
6988,89,7758,7/25/2020,206737,3409,151055,Tamil Nadu,77841267
6986,85,5471,7/26/2020,213723,3494,156526,Tamil Nadu,77841267
6993,77,5723,7/27/2020,220716,3571,162249,Tamil Nadu,77841267
6972,88,4707,7/28/2020,227688,3659,166956,Tamil Nadu,77841267
6426,82,5927,7/29/2020,234114,3741,172883,Tamil Nadu,77841267
5864,100,5295,7/30/2020,239978,3841,178178,Tamil Nadu,77841267
5881,94,5778,7/31/2020,245859,3935,183956,Tamil Nadu,77841267
5879,99,7010,8/1/2020,251738,4034,190966,Tamil Nadu,77841267
5875,98,5517,8/2/2020,257613,4132,196483,Tamil Nadu,77841267
5609,109,5800,8/3/2020,263222,4241,202283,Tamil Nadu,77841267
5063,108,6501,8/4/2020,268285,4349,208784,Tamil Nadu,77841267
5175,112,6031,8/5/2020,273460,4461,214815,Tamil Nadu,77841267
5684,110,6272,8/6/2020,279144,4571,221087,Tamil Nadu,77841267
5880,119,6488,8/7/2020,285024,4690,227575,Tamil Nadu,77841267
5883,118,5043,8/8/2020,290907,4808,232618,Tamil Nadu,77841267
5994,119,6020,8/9/2020,296901,4927,238638,Tamil Nadu,77841267
5914,114,6037,8/10/2020,302815,5041,244675,Tamil Nadu,77841267
5834,118,6005,8/11/2020,308649,5159,250680,Tamil Nadu,77841267
5871,119,5633,8/12/2020,314520,5278,256313,Tamil Nadu,77841267
5835,119,5146,8/13/2020,320355,5397,261459,Tamil Nadu,77841267
5890,117,5556,8/14/2020,326245,5514,267015,Tamil Nadu,77841267
5860,127,5236,8/15/2020,332105,5641,272251,Tamil Nadu,77841267
5950,125,6019,8/16/2020,338055,5766,278270,Tamil Nadu,77841267
5890,120,5667,8/17/2020,343945,5886,283937,Tamil Nadu,77841267
5709,121,5850,8/18/2020,349654,6007,289787,Tamil Nadu,77841267
5795,116,6384,8/19/2020,355449,6123,296171,Tamil Nadu,77841267
5986,116,5742,8/20/2020,361435,6239,301913,Tamil Nadu,77841267
5995,101,5764,8/21/2020,367430,6340,307677,Tamil Nadu,77841267
5980,80,5603,8/22/2020,373410,6420,313280,Tamil Nadu,77841267
5975,97,6047,8/23/2020,379385,6517,319327,Tamil Nadu,77841267
5967,97,6129,8/24/2020,385352,6614,325456,Tamil Nadu,77841267
5951,107,6998,8/25/2020,391303,6721,332454,Tamil Nadu,77841267
5958,118,5606,8/26/2020,397261,6839,338060,Tamil Nadu,77841267
5981,109,5870,8/27/2020,403242,6948,343930,Tamil Nadu,77841267
5996,102,5752,8/28/2020,409238,7050,349682,Tamil Nadu,77841267
6352,87,6045,8/29/2020,415590,7137,355727,Tamil Nadu,77841267
6495,94,6406,8/30/2020,422085,7231,362133,Tamil Nadu,77841267
5956,91,6008,8/31/2020,428041,7322,368141,Tamil Nadu,77841267
5928,96,6031,9/1/2020,433969,7418,374172,Tamil Nadu,77841267
5990,98,5891,9/2/2020,439959,7516,380063,Tamil Nadu,77841267
5892,92,6110,9/3/2020,445851,7608,386173,Tamil Nadu,77841267
5976,79,6334,9/4/2020,451827,7687,392507,Tamil Nadu,77841267
5870,64,5859,9/5/2020,457697,7751,398366,Tamil Nadu,77841267
5783,85,5820,9/6/2020,463480,7836,404186,Tamil Nadu,77841267
5776,89,5930,9/7/2020,469256,7925,410116,Tamil Nadu,77841267
5684,87,6599,9/8/2020,474940,8012,416715,Tamil Nadu,77841267
5584,78,6516,9/9/2020,480524,8090,423231,Tamil Nadu,77841267
5528,64,6185,9/10/2020,486052,8154,429416,Tamil Nadu,77841267
5519,77,6006,9/11/2020,491571,8231,435422,Tamil Nadu,77841267
5495,76,6227,9/12/2020,497066,8307,441649,Tamil Nadu,77841267
5693,74,5717,9/13/2020,502759,8381,447366,Tamil Nadu,77841267
5752,53,5799,9/14/2020,508511,8434,453165,Tamil Nadu,77841267
5697,68,5735,9/15/2020,514208,8502,458900,Tamil Nadu,77841267
5652,57,5768,9/16/2020,519860,8559,464668,Tamil Nadu,77841267
5560,59,5524,9/17/2020,525420,8618,470192,Tamil Nadu,77841267
5488,67,5525,9/18/2020,530908,8685,475717,Tamil Nadu,77841267
5569,66,5556,9/19/2020,536477,8751,481273,Tamil Nadu,77841267
5516,60,5206,9/20/2020,541993,8811,486479,Tamil Nadu,77841267
5344,60,5492,9/21/2020,547337,8871,491971,Tamil Nadu,77841267
5337,76,5406,9/22/2020,552674,8947,497377,Tamil Nadu,77841267
5325,63,5363,9/23/2020,557999,9010,502740,Tamil Nadu,77841267
5692,66,5470,9/24/2020,563691,9076,508210,Tamil Nadu,77841267
5679,72,5626,9/25/2020,569370,9148,513836,Tamil Nadu,77841267
5647,85,5612,9/26/2020,575017,9233,519448,Tamil Nadu,77841267
5791,80,5706,9/27/2020,580808,9313,525154,Tamil Nadu,77841267
5589,70,5554,9/28/2020,586397,9383,530708,Tamil Nadu,77841267
5546,70,5501,9/29/2020,591943,9453,536209,Tamil Nadu,77841267
5659,67,5610,9/30/2020,597602,9520,541819,Tamil Nadu,77841267
5688,66,5516,10/1/2020,603290,9586,547335,Tamil Nadu,77841267
5595,67,5603,10/2/2020,608885,9653,552938,Tamil Nadu,77841267
5622,65,5596,10/3/2020,614507,9718,558534,Tamil Nadu,77841267
5489,66,5558,10/4/2020,619996,9784,564092,Tamil Nadu,77841267
5395,62,5572,10/5/2020,625391,9846,569664,Tamil Nadu,77841267
5017,71,5548,10/6/2020,630408,9917,575212,Tamil Nadu,77841267
5447,67,5524,10/7/2020,635855,9984,580736,Tamil Nadu,77841267
5088,68,5718,10/8/2020,640943,10052,586454,Tamil Nadu,77841267
5185,68,5357,10/9/2020,646128,10120,591811,Tamil Nadu,77841267
5242,67,5222,10/10/2020,651370,10187,597033,Tamil Nadu,77841267
5015,65,5005,10/11/2020,656385,10252,602038,Tamil Nadu,77841267
4879,62,5165,10/12/2020,661264,10314,607203,Tamil Nadu,77841267
4666,57,5117,10/13/2020,665930,10371,612320,Tamil Nadu,77841267
4462,52,5083,10/14/2020,670392,10423,617403,Tamil Nadu,77841267
4410,49,5055,10/15/2020,674802,10472,622458,Tamil Nadu,77841267
4389,60,5245,10/16/2020,679191,10532,627703,Tamil Nadu,77841267
4295,54,5005,10/17/2020,683486,10586,632708,Tamil Nadu,77841267
3914,56,4929,10/18/2020,687400,10642,637637,Tamil Nadu,77841267
3536,52,4515,10/19/2020,690936,10694,642152,Tamil Nadu,77841267
3094,47,4403,10/20/2020,694030,10741,646555,Tamil Nadu,77841267
3086,39,4301,10/21/2020,697116,10780,650856,Tamil Nadu,77841267
3077,45,4314,10/22/2020,700193,10825,655170,Tamil Nadu,77841267
1,0,0,3/14/2020,1,0,0,Telangana,39362732
2,0,1,3/15/2020,3,0,1,Telangana,39362732
1,0,0,3/16/2020,4,0,1,Telangana,39362732
1,0,0,3/17/2020,5,0,1,Telangana,39362732
8,0,0,3/18/2020,13,0,1,Telangana,39362732
3,0,0,3/19/2020,16,0,1,Telangana,39362732
3,0,0,3/20/2020,19,0,1,Telangana,39362732
2,0,0,3/21/2020,21,0,1,Telangana,39362732
6,0,0,3/22/2020,27,0,1,Telangana,39362732
6,0,0,3/23/2020,33,0,1,Telangana,39362732
4,0,0,3/24/2020,37,0,1,Telangana,39362732
4,0,0,3/25/2020,41,0,1,Telangana,39362732
3,0,0,3/26/2020,44,0,1,Telangana,39362732
15,0,0,3/27/2020,59,0,1,Telangana,39362732
8,1,0,3/28/2020,67,1,1,Telangana,39362732
3,0,0,3/29/2020,70,1,1,Telangana,39362732
7,5,13,3/30/2020,77,6,14,Telangana,39362732
20,0,0,3/31/2020,97,6,14,Telangana,39362732
30,3,0,4/1/2020,127,9,14,Telangana,39362732
27,0,3,4/2/2020,154,9,17,Telangana,39362732
75,2,15,4/3/2020,229,11,32,Telangana,39362732
43,0,1,4/4/2020,272,11,33,Telangana,39362732
62,0,0,4/5/2020,334,11,33,Telangana,39362732
30,0,12,4/6/2020,364,11,45,Telangana,39362732
40,0,0,4/7/2020,404,11,45,Telangana,39362732
49,0,0,4/8/2020,453,11,45,Telangana,39362732
18,1,0,4/9/2020,471,12,45,Telangana,39362732
16,0,0,4/10/2020,487,12,45,Telangana,39362732
16,2,51,4/11/2020,503,14,96,Telangana,39362732
28,2,7,4/12/2020,531,16,103,Telangana,39362732
61,1,0,4/13/2020,592,17,103,Telangana,39362732
52,1,7,4/14/2020,644,18,110,Telangana,39362732
6,0,8,4/15/2020,650,18,118,Telangana,39362732
50,0,68,4/16/2020,700,18,186,Telangana,39362732
66,0,0,4/17/2020,766,18,186,Telangana,39362732
43,0,0,4/18/2020,809,18,186,Telangana,39362732
49,3,0,4/19/2020,858,21,186,Telangana,39362732
14,2,0,4/20/2020,872,23,186,Telangana,39362732
56,0,8,4/21/2020,928,23,194,Telangana,39362732
15,1,0,4/22/2020,943,24,194,Telangana,39362732
27,1,58,4/23/2020,970,25,252,Telangana,39362732
13,0,39,4/24/2020,983,25,291,Telangana,39362732
7,0,16,4/25/2020,990,25,307,Telangana,39362732
11,0,9,4/26/2020,1001,25,316,Telangana,39362732
2,0,16,4/27/2020,1003,25,332,Telangana,39362732
6,0,42,4/28/2020,1009,25,374,Telangana,39362732
7,0,35,4/29/2020,1016,25,409,Telangana,39362732
22,3,33,4/30/2020,1038,28,442,Telangana,39362732
6,0,22,5/1/2020,1044,28,464,Telangana,39362732
17,1,35,5/2/2020,1061,29,499,Telangana,39362732
21,0,46,5/3/2020,1082,29,545,Telangana,39362732
3,0,40,5/4/2020,1085,29,585,Telangana,39362732
11,0,43,5/5/2020,1096,29,628,Telangana,39362732
11,0,20,5/6/2020,1107,29,648,Telangana,39362732
15,0,45,5/7/2020,1122,29,693,Telangana,39362732
10,0,34,5/8/2020,1132,29,727,Telangana,39362732
31,1,24,5/9/2020,1163,30,751,Telangana,39362732
33,0,0,5/10/2020,1196,30,751,Telangana,39362732
79,0,50,5/11/2020,1275,30,801,Telangana,39362732
51,2,21,5/12/2020,1326,32,822,Telangana,39362732
41,2,117,5/13/2020,1367,34,939,Telangana,39362732
47,0,13,5/14/2020,1414,34,952,Telangana,39362732
40,0,7,5/15/2020,1454,34,959,Telangana,39362732
55,0,12,5/16/2020,1509,34,971,Telangana,39362732
42,0,21,5/17/2020,1551,34,992,Telangana,39362732
41,0,10,5/18/2020,1592,34,1002,Telangana,39362732
42,4,9,5/19/2020,1634,38,1011,Telangana,39362732
27,2,2,5/20/2020,1661,40,1013,Telangana,39362732
38,5,23,5/21/2020,1699,45,1036,Telangana,39362732
62,3,7,5/22/2020,1761,48,1043,Telangana,39362732
52,1,25,5/23/2020,1813,49,1068,Telangana,39362732
41,4,24,5/24/2020,1854,53,1092,Telangana,39362732
66,3,72,5/25/2020,1920,56,1164,Telangana,39362732
112,1,120,5/26/2020,2032,57,1284,Telangana,39362732
107,6,37,5/27/2020,2139,63,1321,Telangana,39362732
117,4,24,5/28/2020,2256,67,1345,Telangana,39362732
169,4,36,5/29/2020,2425,71,1381,Telangana,39362732
74,6,31,5/30/2020,2499,77,1412,Telangana,39362732
199,5,16,5/31/2020,2698,82,1428,Telangana,39362732
94,6,63,6/1/2020,2792,88,1491,Telangana,39362732
99,4,35,6/2/2020,2891,92,1526,Telangana,39362732
129,7,30,6/3/2020,3020,99,1556,Telangana,39362732
127,6,31,6/4/2020,3147,105,1587,Telangana,39362732
143,8,40,6/5/2020,3290,113,1627,Telangana,39362732
206,10,83,6/6/2020,3496,123,1710,Telangana,39362732
154,14,32,6/7/2020,3650,137,1742,Telangana,39362732
92,5,0,6/8/2020,3742,142,1742,Telangana,39362732
178,6,0,6/9/2020,3920,148,1742,Telangana,39362732
191,8,75,6/10/2020,4111,156,1817,Telangana,39362732
209,9,176,6/11/2020,4320,165,1993,Telangana,39362732
164,9,285,6/12/2020,4484,174,2278,Telangana,39362732
253,8,74,6/13/2020,4737,182,2352,Telangana,39362732
237,3,25,6/14/2020,4974,185,2377,Telangana,39362732
219,2,389,6/15/2020,5193,187,2766,Telangana,39362732
213,4,261,6/16/2020,5406,191,3027,Telangana,39362732
269,1,44,6/17/2020,5675,192,3071,Telangana,39362732
352,3,230,6/18/2020,6027,195,3301,Telangana,39362732
499,3,51,6/19/2020,6526,198,3352,Telangana,39362732
546,5,154,6/20/2020,7072,203,3506,Telangana,39362732
730,7,225,6/21/2020,7802,210,3731,Telangana,39362732
872,7,274,6/22/2020,8674,217,4005,Telangana,39362732
879,3,219,6/23/2020,9553,220,4224,Telangana,39362732
891,5,137,6/24/2020,10444,225,4361,Telangana,39362732
920,5,327,6/25/2020,11364,230,4688,Telangana,39362732
985,7,78,6/26/2020,12349,237,4766,Telangana,39362732
1087,6,162,6/27/2020,13436,243,4928,Telangana,39362732
983,4,244,6/28/2020,14419,247,5172,Telangana,39362732
975,6,410,6/29/2020,15394,253,5582,Telangana,39362732
945,7,1712,6/30/2020,16339,260,7294,Telangana,39362732
1018,7,788,7/1/2020,17357,267,8082,Telangana,39362732
1213,8,987,7/2/2020,18570,275,9069,Telangana,39362732
1892,8,1126,7/3/2020,20462,283,10195,Telangana,39362732
1850,5,1342,7/4/2020,22312,288,11537,Telangana,39362732
1590,7,1166,7/5/2020,23902,295,12703,Telangana,39362732
1831,11,2078,7/6/2020,25733,306,14781,Telangana,39362732
1879,7,1506,7/7/2020,27612,313,16287,Telangana,39362732
1924,11,992,7/8/2020,29536,324,17279,Telangana,39362732
1410,7,913,7/9/2020,30946,331,18192,Telangana,39362732
1278,8,1013,7/10/2020,32224,339,19205,Telangana,39362732
1178,9,1714,7/11/2020,33402,348,20919,Telangana,39362732
1269,8,1563,7/12/2020,34671,356,22482,Telangana,39362732
1550,9,1197,7/13/2020,36221,365,23679,Telangana,39362732
1524,10,1161,7/14/2020,37745,375,24840,Telangana,39362732
1597,11,1159,7/15/2020,39342,386,25999,Telangana,39362732
1676,10,1296,7/16/2020,41018,396,27295,Telangana,39362732
1478,7,1410,7/17/2020,42496,403,28705,Telangana,39362732
1284,6,1902,7/18/2020,43780,409,30607,Telangana,39362732
1296,6,1831,7/19/2020,45076,415,32438,Telangana,39362732
1198,7,1885,7/20/2020,46274,422,34323,Telangana,39362732
1430,7,2062,7/21/2020,47704,429,36385,Telangana,39362732
1555,9,1281,7/22/2020,49259,438,37666,Telangana,39362732
1567,9,1661,7/23/2020,50826,447,39327,Telangana,39362732
1640,8,1007,7/24/2020,52466,455,40334,Telangana,39362732
1593,8,998,7/25/2020,54059,463,41332,Telangana,39362732
0,0,0,7/26/2020,54059,463,41332,Telangana,39362732
1473,8,774,7/27/2020,55532,471,42106,Telangana,39362732
1610,9,803,7/28/2020,57142,480,42909,Telangana,39362732
1764,12,842,7/29/2020,58906,492,43751,Telangana,39362732
1811,13,821,7/30/2020,60717,505,44572,Telangana,39362732
1986,14,816,7/31/2020,62703,519,45388,Telangana,39362732
2083,11,1114,8/1/2020,64786,530,46502,Telangana,39362732
1891,10,1088,8/2/2020,66677,540,47590,Telangana,39362732
983,11,1019,8/3/2020,67660,551,48609,Telangana,39362732
1286,12,1066,8/4/2020,68946,563,49675,Telangana,39362732
2012,13,1139,8/5/2020,70958,576,50814,Telangana,39362732
2092,13,1289,8/6/2020,73050,589,52103,Telangana,39362732
2207,12,1136,8/7/2020,75257,601,53239,Telangana,39362732
2256,14,1091,8/8/2020,77513,615,54330,Telangana,39362732
1982,12,1669,8/9/2020,79495,627,55999,Telangana,39362732
1256,10,1587,8/10/2020,80751,637,57586,Telangana,39362732
1896,8,1788,8/11/2020,82647,645,59374,Telangana,39362732
1897,9,1920,8/12/2020,84544,654,61294,Telangana,39362732
1931,11,1780,8/13/2020,86475,665,63074,Telangana,39362732
1921,9,1210,8/14/2020,88396,674,64284,Telangana,39362732
1863,10,1912,8/15/2020,90259,684,66196,Telangana,39362732
1102,9,1930,8/16/2020,91361,693,68126,Telangana,39362732
894,10,2006,8/17/2020,92255,703,70132,Telangana,39362732
1682,8,2070,8/18/2020,93937,711,72202,Telangana,39362732
1763,8,1789,8/19/2020,95700,719,73991,Telangana,39362732
1724,10,1195,8/20/2020,97424,729,75186,Telangana,39362732
1457,8,1781,8/21/2020,98881,737,76967,Telangana,39362732
2474,7,1768,8/22/2020,101355,744,78735,Telangana,39362732
2384,11,1851,8/23/2020,103739,755,80586,Telangana,39362732
1842,6,1825,8/24/2020,105581,761,82411,Telangana,39362732
2579,9,1752,8/25/2020,108160,770,84163,Telangana,39362732
3018,10,1060,8/26/2020,111178,780,85223,Telangana,39362732
2795,8,872,8/27/2020,113973,788,86095,Telangana,39362732
2932,11,1580,8/28/2020,116905,799,87675,Telangana,39362732
2751,9,1675,8/29/2020,119656,808,89350,Telangana,39362732
2924,10,1638,8/30/2020,122580,818,90988,Telangana,39362732
1873,9,1849,8/31/2020,124453,827,92837,Telangana,39362732
2734,9,2325,9/1/2020,127187,836,95162,Telangana,39362732
2892,10,2240,9/2/2020,130079,846,97402,Telangana,39362732
2817,10,2611,9/3/2020,132896,856,100013,Telangana,39362732
2478,10,2011,9/4/2020,135374,866,102024,Telangana,39362732
2511,11,2579,9/5/2020,137885,877,104603,Telangana,39362732
2574,9,2927,9/6/2020,140459,886,107530,Telangana,39362732
1802,9,2711,9/7/2020,142261,895,110241,Telangana,39362732
2392,11,2346,9/8/2020,144653,906,112587,Telangana,39362732
2479,10,2485,9/9/2020,147132,916,115072,Telangana,39362732
2534,11,2071,9/10/2020,149666,927,117143,Telangana,39362732
2426,13,2324,9/11/2020,152092,940,119467,Telangana,39362732
2278,10,2458,9/12/2020,154370,950,121925,Telangana,39362732
2216,11,2603,9/13/2020,156586,961,124528,Telangana,39362732
1417,13,2479,9/14/2020,158003,974,127007,Telangana,39362732
2058,10,2180,9/15/2020,160061,984,129187,Telangana,39362732
2273,12,2260,9/16/2020,162334,996,131447,Telangana,39362732
2159,9,2108,9/17/2020,164493,1005,133555,Telangana,39362732
2043,11,1802,9/18/2020,166536,1016,135357,Telangana,39362732
2123,9,2151,9/19/2020,168659,1025,137508,Telangana,39362732
2137,8,2192,9/20/2020,170796,1033,139700,Telangana,39362732
1302,9,2230,9/21/2020,172098,1042,141930,Telangana,39362732
2166,10,2143,9/22/2020,174264,1052,144073,Telangana,39362732
2296,10,2062,9/23/2020,176560,1062,146135,Telangana,39362732
